lr,iter,train/step_loss,Sample Generation,_timestamp,_step,_runtime,val/loss,train/loss
0.0009614856803571157,750.0,,,1779620264.5726042,78,135.2685337,1.5219452381134033,1.251866102218628
,750.0,1.306130051612854,,1779620264.686049,79,135.381524,,
,760.0,1.3172297477722168,,1779620265.7262936,80,136.4219376,,
,770.0,1.3388566970825195,,1779620266.784127,81,137.4790934,,
,780.0,1.316152572631836,,1779620267.8492005,82,138.5441687,,
,790.0,1.3217811584472656,,1779620268.8868659,83,139.5818308,,
,800.0,1.310941457748413,,1779620269.9350364,84,140.6301593,,
,810.0,1.325658917427063,,1779620270.9931417,85,141.6891073,,
,820.0,1.260878086090088,,1779620272.0398688,86,142.7348337,,
,830.0,1.3141285181045532,,1779620273.0724115,87,143.7675959,,
,840.0,1.2807528972625732,,1779620274.1197052,88,144.8146688,,
,850.0,1.2720398902893066,,1779620275.1573052,89,145.8522712,,
,860.0,1.3071215152740479,,1779620276.20896,90,146.9046306,,
,870.0,1.2566790580749512,,1779620277.246786,91,147.9417541,,
,880.0,1.2993346452713013,,1779620278.2969825,92,148.9922071,,
,890.0,1.2887130975723267,,1779620279.332207,93,150.0271979,,
,900.0,1.2635376453399658,,1779620280.3894687,94,151.084436,,
,910.0,1.2847673892974854,,1779620281.433338,95,152.1289873,,
,920.0,1.261417269706726,,1779620282.5011837,96,153.1961467,,
,930.0,1.2557090520858765,,1779620283.543772,97,154.2389247,,
,940.0,1.2576526403427124,,1779620284.6045797,98,155.2997297,,
,950.0,1.269002079963684,,1779620285.6819038,99,156.3768711,,
,960.0,1.2733467817306519,,1779620286.7526722,100,157.447856,,
,970.0,1.2842756509780884,,1779620287.821111,101,158.5160783,,
,980.0,1.2496204376220703,,1779620288.884059,102,159.5795037,,
,990.0,1.2661281824111938,,1779620289.9449246,103,160.6407876,,
0.0009271396472013282,1000.0,,,1779620305.2595232,104,175.9558743,1.487228512763977,1.1837254762649536
,1000.0,1.267046570777893,,1779620305.3702357,105,176.0657683,,
,1010.0,1.2428932189941406,,1779620306.4225488,106,177.117523,,
,1020.0,1.2640843391418457,,1779620307.467721,107,178.1626875,,
,1030.0,1.2630101442337036,,1779620308.5076718,108,179.2026391,,
,1040.0,1.255233883857727,,1779620309.5460513,109,180.2415743,,
,1050.0,1.2731389999389648,,1779620310.6036675,110,181.2989742,,
,1060.0,1.241828203201294,,1779620311.6696715,111,182.3653078,,
,1070.0,1.2260360717773438,,1779620312.722841,112,183.4178102,,
,1080.0,1.239281177520752,,1779620313.7733629,113,184.4683283,,
,1090.0,1.22402024269104,,1779620314.8256679,114,185.5208405,,
,1100.0,1.200895071029663,,1779620315.8794122,115,186.5743758,,
,1110.0,1.2232695817947388,,1779620316.9262314,116,187.6218155,,
,1120.0,1.256049633026123,,1779620317.9664922,117,188.6620786,,
,1130.0,1.242880940437317,,1779620319.0039592,118,189.6996535,,
,1140.0,1.1958376169204712,,1779620320.0782604,119,190.7732265,,
,1150.0,1.2019153833389282,,1779620321.1301749,120,191.825142,,
,1160.0,1.219952940940857,,1779620322.181066,121,192.8761626,,
,1170.0,1.2097433805465698,,1779620323.2266514,122,193.9216169,,
,1180.0,1.2327574491500854,,1779620324.277955,123,194.9729203,,
,1190.0,1.1891053915023804,,1779620325.3348906,124,196.03014,,
,1200.0,1.19300377368927,,1779620326.37966,125,197.0746265,,
,1210.0,1.1921614408493042,,1779620327.4192467,126,198.11483,,
,1220.0,1.2004557847976685,,1779620328.475286,127,199.1702484,,
,1230.0,1.2457270622253418,,1779620329.5526073,128,200.2489948,,
,1240.0,1.2038170099258423,,1779620330.6004746,129,201.295464,,
0.000883125098683892,1250.0,,,1779620345.8158817,130,216.5111377,1.4704606533050537,1.1267273426055908
,1250.0,1.21928071975708,,1779620345.9310434,131,216.6260073,,
,1260.0,1.1918704509735107,,1779620346.973019,132,217.6681183,,
,1270.0,1.1797071695327759,,1779620348.031761,133,218.7272871,,
,1280.0,1.2206369638442993,,1779620349.0722258,134,219.767194,,
,1290.0,1.163166880607605,,1779620350.1063168,135,220.8013183,,
,1300.0,1.1814378499984741,,1779620351.142629,136,221.8377087,,
,1310.0,1.1876728534698486,,1779620352.2056181,137,222.9005824,,
,1320.0,1.1995315551757812,,1779620353.2505407,138,223.9460599,,
,1330.0,1.1952581405639648,,1779620354.286963,139,224.9820808,,
,1340.0,1.1552366018295288,,1779620355.3126698,140,226.0111432,,
,1350.0,1.1814051866531372,,1779620356.3645823,141,227.0595489,,
,1360.0,1.1810753345489502,,1779620357.399566,142,228.0945328,,
,1370.0,1.2026445865631104,,1779620358.4348085,143,229.1299696,,
,1380.0,1.1687887907028198,,1779620359.4787118,144,230.1736799,,
,1390.0,1.1854978799819946,,1779620360.5286193,145,231.2247981,,
,1400.0,1.1583725214004517,,1779620361.5653746,146,232.2613579,,
,1410.0,1.1658458709716797,,1779620362.6135936,147,233.3085916,,
,1420.0,1.182857871055603,,1779620363.6469078,148,234.3424699,,
,1430.0,1.164062738418579,,1779620364.6843164,149,235.3798842,,
,1440.0,1.1787029504776,,1779620365.7355764,150,236.4310182,,
,1450.0,1.162532925605774,,1779620366.773012,151,237.4680845,,
,1460.0,1.1594679355621338,,1779620367.801362,152,238.4966196,,
,1470.0,1.1541709899902344,,1779620368.8285372,153,239.5235031,,
,1480.0,1.1454970836639404,,1779620369.8707778,154,240.5660095,,
,1490.0,1.1249178647994995,,1779620370.9146454,155,241.6099227,,
0.0008305704108364302,1500.0,,,1779620385.9820569,156,256.6782145,1.4765632152557373,1.0766581296920776
,1500.0,1.1596513986587524,,1779620386.090606,157,256.7855724,,
,1510.0,1.1372407674789429,,1779620387.1294146,158,257.8244187,,
,1520.0,1.1739976406097412,,1779620388.177599,159,258.8730753,,
,1530.0,1.187232255935669,,1779620389.2045243,160,259.8996953,,
,1540.0,1.14642333984375,,1779620390.2417395,161,260.9373741,,
,1550.0,1.1253594160079956,,1779620391.2719102,162,261.9668763,,
,1560.0,1.1298848390579224,,1779620392.3227048,163,263.0176735,,
,1570.0,1.132157802581787,,1779620393.3550658,164,264.0508029,,
,1580.0,1.1337841749191284,,1779620394.401262,165,265.0962265,,
,1590.0,1.1342957019805908,,1779620395.4519787,166,266.1469439,,
,1600.0,1.1566178798675537,,1779620396.4839964,167,267.1792378,,
,1610.0,1.1617698669433594,,1779620397.519579,168,268.2145816,,
,1620.0,1.142364501953125,,1779620398.5592854,169,269.2544155,,
,1630.0,1.1520687341690063,,1779620399.6188672,170,270.3138323,,
,1640.0,1.1532611846923828,,1779620400.6498404,171,271.3452719,,
,1650.0,1.1416651010513306,,1779620401.7044592,172,272.3995407,,
,1660.0,1.1206753253936768,,1779620402.7597988,173,273.4551931,,
,1670.0,1.1544651985168457,,1779620403.8009477,174,274.4959233,,
,1680.0,1.1256980895996094,,1779620404.834743,175,275.5297099,,
,1690.0,1.1259181499481201,,1779620405.8766592,176,276.5716932,,
,1700.0,1.1067137718200684,,1779620406.9220493,177,277.6171341,,
,1710.0,1.1231333017349243,,1779620407.965466,178,278.660432,,
,1720.0,1.1556220054626465,,1779620409.0038767,179,279.6988443,,
,1730.0,1.1048274040222168,,1779620410.0565984,180,280.7522189,,
,1740.0,1.0874881744384766,,1779620411.1009514,181,281.7959184,,
0.0007708228984017721,1750.0,,,1779620426.6291945,182,297.3242535,1.470525860786438,1.0276257991790771
,1750.0,1.1104539632797241,,1779620426.7438,183,297.4387682,,
,1760.0,1.1129881143569946,,1779620427.8651774,184,298.5604368,,
,1770.0,1.0963127613067627,,1779620428.9403496,185,299.635417,,
,1780.0,1.0908282995224,,1779620430.01305,186,300.7085477,,
,1790.0,1.1205742359161377,,1779620431.0877833,187,301.7827476,,
,1800.0,1.0915707349777222,,1779620432.1596212,188,302.8552669,,
,1810.0,1.1080106496810913,,1779620433.2348406,189,303.9298074,,
,1820.0,1.099265217781067,,1779620434.306284,190,305.0013051,,
,1830.0,1.1212568283081055,,1779620435.387105,191,306.0821779,,
,1840.0,1.0921247005462646,,1779620436.4568093,192,307.1518554,,
,1850.0,1.105176568031311,,1779620437.5303836,193,308.2256226,,
,1860.0,1.1175357103347778,,1779620438.6045473,194,309.300009,,
,1870.0,1.0993353128433228,,1779620439.6590521,195,310.3540164,,
,1880.0,1.0889596939086914,,1779620440.718429,196,311.4144141,,
,1890.0,1.088612675666809,,1779620441.7762904,197,312.4716948,,
,1900.0,1.0812175273895264,,1779620442.849138,198,313.5441033,,
,1910.0,1.1193984746932983,,1779620443.9197068,199,314.6146717,,
,1920.0,1.0713651180267334,,1779620445.004066,200,315.7000388,,
,1930.0,1.0772064924240112,,1779620446.088832,201,316.7837958,,
,1940.0,1.0889275074005127,,1779620447.19175,202,317.8867183,,
,1950.0,1.0872998237609863,,1779620448.2737198,203,318.9686868,,
,1960.0,1.0678355693817139,,1779620449.353578,204,320.04857,,
,1970.0,1.0823012590408325,,1779620450.435984,205,321.1311768,,
,1980.0,1.0648313760757446,,1779620451.5136232,206,322.2089794,,
,1990.0,1.0760228633880615,,1779620452.5939891,207,323.2889594,,
0.0007054142744895884,2000.0,,,1779620468.6374757,208,339.3331444,1.4850174188613892,0.9784237146377563
,2000.0,1.083788275718689,,1779620468.7536051,209,339.4485688,,
,2010.0,1.0801328420639038,,1779620469.843995,210,340.5389597,,
,2020.0,1.101230502128601,,1779620470.9359396,211,341.6309079,,
,2030.0,1.0657933950424194,,1779620472.0196586,212,342.7147134,,
,2040.0,1.063146948814392,,1779620473.112073,213,343.8071655,,
,2050.0,1.0659356117248535,,1779620474.2087326,214,344.9039493,,
,2060.0,1.0640994310379028,,1779620475.3412647,215,346.0362323,,
,2070.0,1.0679376125335693,,1779620476.473088,216,347.1680672,,
,2080.0,1.0511142015457153,,1779620477.5921307,217,348.2870947,,
,2090.0,1.0646045207977295,,1779620478.666571,218,349.3617091,,
,2100.0,1.050852656364441,,1779620479.7433202,219,350.4383075,,
,2110.0,1.0665496587753296,,1779620480.8136723,220,351.5086389,,
,2120.0,1.0598596334457397,,1779620481.8902767,221,352.5855411,,
,2130.0,1.0434999465942383,,1779620482.9701629,222,353.6651822,,
,2140.0,1.0366803407669067,,1779620484.0413513,223,354.7365701,,
,2150.0,1.055270791053772,,1779620485.12204,224,355.8171166,,
,2160.0,1.0602608919143677,,1779620486.238251,225,356.9332464,,
,2170.0,1.047569751739502,,1779620487.3629081,226,358.0579227,,
,2180.0,1.0265637636184692,,1779620488.4997907,227,359.1950489,,
,2190.0,1.031995415687561,,1779620489.610676,228,360.3056392,,
,2200.0,1.0445548295974731,,1779620490.6914864,229,361.3864518,,
,2210.0,1.0427275896072388,,1779620491.7830856,230,362.4780504,,
,2220.0,1.0299324989318848,,1779620492.8662007,231,363.5617278,,
,2230.0,1.0094510316848755,,1779620493.9455552,232,364.6405208,,
,2240.0,1.0151458978652954,,1779620495.0282893,233,365.7236263,,
0.0006360213829156177,2250.0,,,1779620510.6713324,234,381.3673579,1.5108213424682617,0.9263907074928284
,2250.0,1.0366219282150269,,1779620510.7816832,235,381.4770084,,
,2260.0,1.0245243310928345,,1779620511.8609252,236,382.5568298,,
,2270.0,1.0644242763519287,,1779620512.9472723,237,383.6422376,,
,2280.0,1.0188517570495605,,1779620514.0322018,238,384.727596,,
,2290.0,1.0065255165100098,,1779620515.103327,239,385.7986041,,
,2300.0,1.0135126113891602,,1779620516.1927063,240,386.887672,,
,2310.0,1.0324978828430176,,1779620517.2644014,241,387.9593659,,
,2320.0,0.9911593198776245,,1779620518.3506546,242,389.0464629,,
,2330.0,1.0300880670547485,,1779620519.42063,243,390.1155951,,
,2340.0,1.0485296249389648,,1779620520.499945,244,391.1955887,,
,2350.0,1.0298845767974854,,1779620521.5782206,245,392.2731862,,
,2360.0,1.0408904552459717,,1779620522.6441176,246,393.3390836,,
,2370.0,1.0000897645950317,,1779620523.7117007,247,394.4061598,,
,2380.0,1.0197429656982422,,1779620524.7685156,248,395.463483,,
,2390.0,1.000648856163025,,1779620525.8323205,249,396.5281764,,
,2400.0,1.0094060897827148,,1779620526.8957388,250,397.5907992,,
,2410.0,1.0075842142105103,,1779620527.9504254,251,398.6453916,,
,2420.0,1.0093828439712524,,1779620528.9963448,252,399.6916799,,
,2430.0,1.0175868272781372,,1779620530.043949,253,400.7395055,,
,2440.0,1.018156886100769,,1779620531.0998034,254,401.7947708,,
,2450.0,0.9995540380477905,,1779620532.157504,255,402.8536478,,
,2460.0,1.0107017755508423,,1779620533.2319472,256,403.9270216,,
,2470.0,1.012632966041565,,1779620534.3067267,257,405.0021092,,
,2480.0,0.9915165305137634,,1779620535.4656627,258,406.1606279,,
,2490.0,1.003341794013977,,1779620536.6057746,259,407.3007382,,
0.000564423209907245,2500.0,,,1779620551.3873808,260,422.0833573,1.5222222805023193,0.8775050640106201
,2500.0,1.0072118043899536,,1779620551.4946299,261,422.1895934,,
,2510.0,0.9865380525588989,,1779620552.51767,262,423.213474,,
,2520.0,1.0119045972824097,,1779620553.541967,263,424.2369588,,
,2530.0,0.9907031655311584,,1779620554.5636108,264,425.2585786,,
,2540.0,1.0077481269836426,,1779620555.594839,265,426.2898657,,
,2550.0,1.0064233541488647,,1779620556.6201727,266,427.3151393,,
,2560.0,1.0079607963562012,,1779620557.6432743,267,428.338707,,
,2570.0,1.0097557306289673,,1779620558.6617436,268,429.3573155,,
,2580.0,0.990487277507782,,1779620559.681204,269,430.3764601,,
,2590.0,0.9908624291419983,,1779620560.6998749,270,431.3953749,,
,2600.0,0.986771821975708,,1779620561.719098,271,432.4156776,,
,2610.0,0.9920103549957275,,1779620562.7410026,272,433.4359688,,
,2620.0,1.0037271976470947,,1779620563.7482772,273,434.4432417,,
,2630.0,0.9623915553092957,,1779620564.7617488,274,435.4567158,,
,2640.0,0.9896149635314941,,1779620565.779762,275,436.4755877,,
,2650.0,0.9744958877563477,,1779620566.7921426,276,437.4871973,,
,2660.0,0.9785650968551636,,1779620567.8139088,277,438.5089034,,
,2670.0,0.9674007296562195,,1779620568.832316,278,439.5280718,,
,2680.0,0.9810289740562439,,1779620569.847936,279,440.5433328,,
,2690.0,0.9697148203849792,,1779620570.858995,280,441.5539608,,
,2700.0,0.963697612285614,,1779620571.8817544,281,442.5767214,,
,2710.0,0.9498159885406494,,1779620572.8954372,282,443.5904493,,
,2720.0,0.9828358888626099,,1779620573.9605846,283,444.6555513,,
,2730.0,0.9681961536407471,,1779620575.0146444,284,445.7106665,,
,2740.0,0.9604589343070984,,1779620576.0788417,285,446.7739753,,
0.0004924552772419723,2750.0,,,1779620591.1733947,286,461.8690967,1.5515300035476685,0.8263527154922485
,2750.0,0.9868732690811157,,1779620591.2805445,287,461.9763916,,
,2760.0,0.9839657545089722,,1779620592.3377051,288,463.03309,,
,2770.0,0.9940954446792603,,1779620593.3875358,289,464.0824996,,
,2780.0,0.9534117579460144,,1779620594.4216614,290,465.116987,,
,2790.0,0.9615537524223328,,1779620595.4461248,291,466.1410901,,
,2800.0,0.9608153700828552,,1779620596.477728,292,467.1731108,,
,2810.0,0.9575411677360535,,1779620597.511291,293,468.2068014,,
,2820.0,0.9517974853515625,,1779620598.5485988,294,469.2435624,,
,2830.0,0.9688869118690491,,1779620599.6306353,295,470.3255979,,
,2840.0,0.933155357837677,,1779620600.6736877,296,471.3701141,,
,2850.0,0.9381060004234314,,1779620601.7091525,297,472.40519,,
,2860.0,0.9739711880683899,,1779620602.7534375,298,473.4484011,,
,2870.0,0.9531018137931824,,1779620603.7873166,299,474.48228,,
,2880.0,0.9811450839042664,,1779620604.8288877,300,475.523867,,
,2890.0,0.9440529942512512,,1779620605.869468,301,476.5644517,,
,2900.0,0.9539124965667725,,1779620606.907354,302,477.6023493,,
,2910.0,0.9500354528427124,,1779620607.9432414,303,478.6384026,,
,2920.0,0.9664294123649597,,1779620608.9808018,304,479.6757676,,
,2930.0,0.9281139969825745,,1779620610.0389044,305,480.7350172,,
,2940.0,0.9336271286010742,,1779620611.1045833,306,481.7990423,,
,2950.0,0.9415695071220398,,1779620612.1400378,307,482.8350035,,
,2960.0,0.9236409664154053,,1779620613.1697168,308,483.8659711,,
,2970.0,0.9397910833358765,,1779620614.2128851,309,484.9079699,,
,2980.0,0.9393317103385925,,1779620615.2553554,310,485.9503445,,
,2990.0,0.9335149526596069,,1779620616.323107,311,487.0181496,,
0.0004219625860160354,3000.0,,,1779620631.4837098,312,502.1796748,1.5695804357528687,0.7882829308509827
,3000.0,0.9380695819854736,,1779620631.5909884,313,502.2864726,,
,3010.0,0.9374911785125732,,1779620632.6245434,314,503.3195243,,
,3020.0,0.9071570038795471,,1779620633.6771224,315,504.372271,,
,3030.0,0.9231967329978943,,1779620634.716354,316,505.4113207,,
,3040.0,0.9285441040992737,,1779620635.7628064,317,506.4582337,,
,3050.0,0.9469426274299622,,1779620636.807202,318,507.502166,,
,3060.0,0.9324493408203125,,1779620637.8443005,319,508.5392653,,
,3070.0,0.9123392701148987,,1779620638.8901675,320,509.5852994,,
,3080.0,0.9562702775001526,,1779620639.922675,321,510.6180988,,
,3090.0,0.9410529136657715,,1779620640.9599183,322,511.6548819,,
,3100.0,0.9179619550704956,,1779620641.9968803,323,512.6922351,,
,3110.0,0.9289803504943848,,1779620643.0304716,324,513.7256894,,
,3120.0,0.9298883080482483,,1779620644.077843,325,514.773336,,
,3130.0,0.9175086617469788,,1779620645.1169648,326,515.8119333,,
,3140.0,0.9434245228767395,,1779620646.2252274,327,516.920195,,
,3150.0,0.9036243557929993,,1779620647.3198228,328,518.0157194,,
,3160.0,0.9196414351463318,,1779620648.3899658,329,519.0849537,,
,3170.0,0.9243670105934143,,1779620649.4583373,330,520.1536103,,
,3180.0,0.91785728931427,,1779620650.5699182,331,521.2649244,,
,3190.0,0.9111840128898621,,1779620651.6918325,332,522.3867977,,
,3200.0,0.9068099856376648,,1779620652.8046005,333,523.5005695,,
,3210.0,0.8876009583473206,,1779620653.913899,334,524.6088655,,
,3220.0,0.8939412236213684,,1779620655.0086207,335,525.7049112,,
,3230.0,0.9067993760108948,,1779620656.1062844,336,526.80194,,
,3240.0,0.8995354175567627,,1779620657.2164857,337,527.9121387,,
0.00035475231739709885,3250.0,,,1779620673.3317497,338,544.0278737,1.597154140472412,0.7403877973556519
,3250.0,0.897233784198761,,1779620673.4511077,339,544.1460736,,
,3260.0,0.8911013007164001,,1779620674.573312,340,545.2682806,,
,3270.0,0.8929629921913147,,1779620675.6874058,341,546.3824061,,
,3280.0,0.905005931854248,,1779620676.7841477,342,547.4796367,,
,3290.0,0.9005298614501953,,1779620677.880903,343,548.5758724,,
,3300.0,0.9126133322715759,,1779620678.958112,344,549.6530757,,
,3310.0,0.9336707592010498,,1779620680.0556166,345,550.7505844,,
,3320.0,0.8917563557624817,,1779620681.1550667,346,551.8500298,,
,3330.0,0.9283637404441833,,1779620682.22909,347,552.9240551,,
,3340.0,0.8804112076759338,,1779620683.3408532,348,554.0367196,,
,3350.0,0.9010582566261292,,1779620684.4671633,349,555.1621845,,
,3360.0,0.9020508527755737,,1779620685.5835013,350,556.2785485,,
,3370.0,0.9370352625846863,,1779620686.6869514,351,557.3819172,,
,3380.0,0.8763238787651062,,1779620687.750838,352,558.445871,,
,3390.0,0.9221455454826355,,1779620688.8283455,353,559.523684,,
,3400.0,0.9125988483428955,,1779620689.936872,354,560.6323362,,
,3410.0,0.8732051253318787,,1779620691.014181,355,561.709156,,
,3420.0,0.8886710405349731,,1779620692.0960553,356,562.7910191,,
,3430.0,0.8828678727149963,,1779620693.1648202,357,563.8600886,,
,3440.0,0.8691500425338745,,1779620694.2317438,358,564.9267954,,
,3450.0,0.8672093749046326,,1779620695.342199,359,566.0372558,,
,3460.0,0.8627827763557434,,1779620696.4678507,360,567.163544,,
,3470.0,0.8786264657974243,,1779620697.59153,361,568.2873818,,
,3480.0,0.8817607760429382,,1779620698.6519234,362,569.3470628,,
,3490.0,0.8828778266906738,,1779620699.7147927,363,570.4097602,,
0.0002925475029450237,3500.0,,,1779620715.489574,364,586.1856146,1.6272436380386353,0.6978427767753601
,3500.0,0.8674517869949341,,1779620715.6000159,365,586.295277,,
,3510.0,0.8698740005493164,,1779620716.6909118,366,587.3859372,,
,3520.0,0.8806851506233215,,1779620717.7573884,367,588.453975,,
,3530.0,0.8664138317108154,,1779620718.845217,368,589.5402069,,
,3540.0,0.8763143420219421,,1779620719.9093714,369,590.6043398,,
,3550.0,0.8548147082328796,,1779620720.9792044,370,591.6741936,,
,3560.0,0.8541468381881714,,1779620722.04639,371,592.7419487,,
,3570.0,0.8682170510292053,,1779620723.122202,372,593.8171647,,
,3580.0,0.8488912582397461,,1779620724.1851265,373,594.8800932,,
,3590.0,0.8647238612174988,,1779620725.2443075,374,595.9392737,,
,3600.0,0.881322979927063,,1779620726.3106103,375,597.0061511,,
,3610.0,0.8676045536994934,,1779620727.4259698,376,598.1211342,,
,3620.0,0.8537142872810364,,1779620728.4953756,377,599.1912174,,
,3630.0,0.8478861451148987,,1779620729.5747366,378,600.2699788,,
,3640.0,0.8449090719223022,,1779620730.6584847,379,601.3543071,,
,3650.0,0.854287326335907,,1779620731.746766,380,602.4426883,,
,3660.0,0.860055148601532,,1779620732.8162463,381,603.511436,,
,3670.0,0.8673869967460632,,1779620733.8886106,382,604.5835762,,
,3680.0,0.8779821991920471,,1779620734.980984,383,605.6759504,,
,3690.0,0.8642765879631042,,1779620736.096543,384,606.7924222,,
,3700.0,0.8554911613464355,,1779620737.1748326,385,607.8703666,,
,3710.0,0.8406287431716919,,1779620738.2831354,386,608.9780996,,
,3720.0,0.8614793419837952,,1779620739.374084,387,610.0697463,,
,3730.0,0.8422857522964478,,1779620740.4720585,388,611.1678178,,
,3740.0,0.8398966789245605,,1779620741.5452342,389,612.2402013,,
0.00023694285222843113,3750.0,,,1779620757.3275156,390,628.0234831,1.6447551250457764,0.6630322933197021
,3750.0,0.8206208944320679,,1779620757.4436576,391,628.1386234,,
,3760.0,0.8460230231285095,,1779620758.51298,392,629.2079464,,
,3770.0,0.846007764339447,,1779620759.595208,393,630.2901916,,
,3780.0,0.8557593822479248,,1779620760.6730583,394,631.3690719,,
,3790.0,0.8268008232116699,,1779620761.7450101,395,632.4399758,,
,3800.0,0.8389505743980408,,1779620762.816941,396,633.5119046,,
,3810.0,0.8575744032859802,,1779620763.887921,397,634.5831157,,
,3820.0,0.8247705101966858,,1779620764.956986,398,635.652893,,
