lr,_runtime,_timestamp,iter,_step,val/loss,train/loss,train/step_loss,Sample Generation
,57.28724,1779713354.5398417,390.0,41,,,1.73699152469635,
,58.1544201,1779713355.4070208,400.0,42,,,1.6925528049468994,
,59.0234832,1779713356.276085,410.0,43,,,1.6718156337738037,
,59.8929878,1779713357.1453986,420.0,44,,,1.6641340255737305,
,60.7615802,1779713358.0141802,430.0,45,,,1.6428412199020386,
,61.6297109,1779713358.8821888,440.0,46,,,1.6495627164840698,
,62.4993219,1779713359.7519155,450.0,47,,,1.6107600927352905,
,63.368426,1779713360.6210232,460.0,48,,,1.6412062644958496,
,64.2379473,1779713361.4899552,470.0,49,,,1.6119847297668457,
,65.1071892,1779713362.3596554,480.0,50,,,1.6338543891906738,
,65.9754054,1779713363.2277553,490.0,51,,,1.5689945220947266,
0.0009852826883675631,78.6051521,1779713375.8576987,500.0,52,1.6982132196426392,1.5060523748397827,,
,78.6963514,1779713375.9479523,500.0,53,,,1.6089941263198853,
,79.5935729,1779713376.8461711,510.0,54,,,1.5791237354278564,
,80.4844578,1779713377.7369444,520.0,55,,,1.584977149963379,
,81.3791585,1779713378.6314154,530.0,56,,,1.5185329914093018,
,82.2578937,1779713379.5104907,540.0,57,,,1.5686111450195312,
,83.1291607,1779713380.3809404,550.0,58,,,1.5101430416107178,
,83.9991717,1779713381.2517579,560.0,59,,,1.5271638631820679,
,84.8682896,1779713382.1208546,570.0,60,,,1.4831087589263916,
,85.7376867,1779713382.9899957,580.0,61,,,1.5334734916687012,
,86.6092372,1779713383.8617127,590.0,62,,,1.5189292430877686,
,87.4803993,1779713384.7322605,600.0,63,,,1.4733132123947144,
,88.3485596,1779713385.60016,610.0,64,,,1.470272183418274,
,89.2168734,1779713386.469472,620.0,65,,,1.487392544746399,
,90.0946473,1779713387.3472464,630.0,66,,,1.4676846265792847,
,91.0471444,1779713388.2994776,640.0,67,,,1.487276554107666,
,91.9824664,1779713389.2347753,650.0,68,,,1.4851762056350708,
,92.8964832,1779713390.1482053,660.0,69,,,1.4559569358825684,
,93.7739207,1779713391.0264716,670.0,70,,,1.4635255336761475,
,94.6566999,1779713391.9091659,680.0,71,,,1.4637048244476318,
,95.5267096,1779713392.7791755,690.0,72,,,1.4470648765563965,
,96.3975015,1779713393.6506069,700.0,73,,,1.4384832382202148,
,97.3024407,1779713394.5550387,710.0,74,,,1.4369968175888062,
,98.2080567,1779713395.4606287,720.0,75,,,1.4363610744476318,
,99.1713215,1779713396.4239168,730.0,76,,,1.4458069801330566,
,100.0895728,1779713397.3420017,740.0,77,,,1.400620937347412,
0.0009614856803571157,112.9757391,1779713410.2278469,750.0,78,1.5727849006652832,1.3517498970031738,,
,113.0698207,1779713410.3223834,750.0,79,,,1.4401990175247192,
,113.9594167,1779713411.211452,760.0,80,,,1.4404230117797852,
,114.8448381,1779713412.095979,770.0,81,,,1.4100327491760254,
,115.734318,1779713412.986917,780.0,82,,,1.4156702756881714,
,116.6472745,1779713413.90038,790.0,83,,,1.3825079202651978,
,117.5354493,1779713414.7880478,800.0,84,,,1.420305609703064,
,118.4167726,1779713415.6692872,810.0,85,,,1.4142370223999023,
,119.2878515,1779713416.540363,820.0,86,,,1.4267793893814087,
,120.1773548,1779713417.4299505,830.0,87,,,1.3840832710266113,
,121.0714409,1779713418.3240414,840.0,88,,,1.3675681352615356,
,121.9706669,1779713419.2224355,850.0,89,,,1.3462308645248413,
,122.887639,1779713420.1397662,860.0,90,,,1.3666081428527832,
,123.8215442,1779713421.0730426,870.0,91,,,1.3638076782226562,
,124.8572665,1779713422.109865,880.0,92,,,1.3849347829818726,
,125.7806623,1779713423.0323112,890.0,93,,,1.3635399341583252,
,126.6618439,1779713423.9144394,900.0,94,,,1.3494043350219727,
,127.5616629,1779713424.8140445,910.0,95,,,1.358310341835022,
,128.4864234,1779713425.7388206,920.0,96,,,1.3926063776016235,
,129.4177107,1779713426.6703084,930.0,97,,,1.3421058654785156,
,130.3761333,1779713427.628733,940.0,98,,,1.3584381341934204,
,131.3008087,1779713428.5529323,950.0,99,,,1.3681637048721313,
,132.2563281,1779713429.5088813,960.0,100,,,1.3918704986572266,
,133.2228675,1779713430.4754648,970.0,101,,,1.3459407091140747,
,134.1328227,1779713431.3853886,980.0,102,,,1.3817572593688965,
,135.0601903,1779713432.3123107,990.0,103,,,1.3428467512130737,
0.0009271396472013282,147.9765797,1779713445.2290034,1000.0,104,1.5291855335235596,1.2730008363723755,,
,148.0688749,1779713445.3208425,1000.0,105,,,1.3771196603775024,
,148.9488235,1779713446.2004216,1010.0,106,,,1.3346076011657715,
,149.8455315,1779713447.0973394,1020.0,107,,,1.3458971977233887,
,150.8213964,1779713448.0737495,1030.0,108,,,1.3612825870513916,
,151.7472466,1779713448.9996967,1040.0,109,,,1.3344937562942505,
,152.6343714,1779713449.8869703,1050.0,110,,,1.332082986831665,
,153.5477149,1779713450.800315,1060.0,111,,,1.3110309839248657,
,154.4474079,1779713451.700007,1070.0,112,,,1.3129078149795532,
,155.3637529,1779713452.6163547,1080.0,113,,,1.331995964050293,
,156.2630949,1779713453.5151498,1090.0,114,,,1.3103951215744019,
,157.1552322,1779713454.407812,1100.0,115,,,1.3439494371414185,
,158.0457315,1779713455.2981756,1110.0,116,,,1.3260424137115479,
,158.9530655,1779713456.2053332,1120.0,117,,,1.3163888454437256,
,159.8404123,1779713457.09301,1130.0,118,,,1.3155295848846436,
,160.7370062,1779713457.989119,1140.0,119,,,1.3119111061096191,
,161.6522215,1779713458.9048223,1150.0,120,,,1.3013499975204468,
,162.5873938,1779713459.839993,1160.0,121,,,1.328240156173706,
,163.5518815,1779713460.80448,1170.0,122,,,1.305497169494629,
,164.4680461,1779713461.720648,1180.0,123,,,1.3097072839736938,
,165.3957359,1779713462.6482046,1190.0,124,,,1.2832757234573364,
,166.3222519,1779713463.574813,1200.0,125,,,1.2908459901809692,
,167.2690774,1779713464.5216756,1210.0,126,,,1.284319281578064,
,168.2355005,1779713465.4881,1220.0,127,,,1.2797023057937622,
,169.2511254,1779713466.50367,1230.0,128,,,1.259202003479004,
,170.2332174,1779713467.485814,1240.0,129,,,1.2876278162002563,
0.000883125098683892,183.324955,1779713480.5774724,1250.0,130,1.4943732023239136,1.220493197441101,,
,183.4468132,1779713480.6994135,1250.0,131,,,1.2965612411499023,
,184.4817823,1779713481.7341213,1260.0,132,,,1.2544509172439575,
,185.4501036,1779713482.7027016,1270.0,133,,,1.2951101064682007,
,186.3976626,1779713483.650262,1280.0,134,,,1.3009361028671265,
,187.3342095,1779713484.5873146,1290.0,135,,,1.277191162109375,
,188.2710908,1779713485.5227952,1300.0,136,,,1.3198764324188232,
,189.1843298,1779713486.436448,1310.0,137,,,1.2863225936889648,
,190.1740443,1779713487.4261317,1320.0,138,,,1.2823234796524048,
,191.1596944,1779713488.4122896,1330.0,139,,,1.2955580949783325,
,192.1129818,1779713489.365385,1340.0,140,,,1.2938591241836548,
,193.010845,1779713490.2631748,1350.0,141,,,1.266166090965271,
,193.8967972,1779713491.149396,1360.0,142,,,1.2673360109329224,
,194.7839093,1779713492.03631,1370.0,143,,,1.254635214805603,
,195.7009094,1779713492.953509,1380.0,144,,,1.2662124633789062,
,196.7656315,1779713494.0181952,1390.0,145,,,1.2677561044692993,
,197.7211792,1779713494.9737792,1400.0,146,,,1.2688103914260864,
,198.6467174,1779713495.8981845,1410.0,147,,,1.2946138381958008,
,199.53484,1779713496.7874367,1420.0,148,,,1.2740474939346313,
,200.4267842,1779713497.6793816,1430.0,149,,,1.2756049633026123,
,201.3274489,1779713498.580046,1440.0,150,,,1.2468855381011963,
,202.2292918,1779713499.4818895,1450.0,151,,,1.2365260124206543,
,203.132557,1779713500.3844771,1460.0,152,,,1.2374666929244995,
,204.0209186,1779713501.273405,1470.0,153,,,1.2893315553665161,
,204.9503884,1779713502.202646,1480.0,154,,,1.2444539070129395,
,205.8829866,1779713503.1353042,1490.0,155,,,1.271426796913147,
0.0008305704108364302,218.5816679,1779713515.8344188,1500.0,156,1.485750436782837,1.1755726337432861,,
,218.674987,1779713515.9275868,1500.0,157,,,1.2532877922058105,
,219.6175354,1779713516.870136,1510.0,158,,,1.244960904121399,
,220.5851709,1779713517.8377442,1520.0,159,,,1.2150911092758179,
,221.4883462,1779713518.7405565,1530.0,160,,,1.23762047290802,
,222.383327,1779713519.6357455,1540.0,161,,,1.2514488697052002,
,223.286434,1779713520.539033,1550.0,162,,,1.244150996208191,
,224.1877815,1779713521.4402986,1560.0,163,,,1.2207313776016235,
,225.0914838,1779713522.3440826,1570.0,164,,,1.234572410583496,
,225.9861374,1779713523.238499,1580.0,165,,,1.223175048828125,
,226.8835445,1779713524.135136,1590.0,166,,,1.2486121654510498,
,227.7769455,1779713525.0294073,1600.0,167,,,1.2273575067520142,
,228.6991867,1779713525.9517882,1610.0,168,,,1.2221641540527344,
,229.6073661,1779713526.859623,1620.0,169,,,1.2059352397918701,
,230.5339594,1779713527.7865295,1630.0,170,,,1.211724877357483,
,231.4690057,1779713528.721654,1640.0,171,,,1.2445443868637085,
,232.3772325,1779713529.6303377,1650.0,172,,,1.184122920036316,
,233.2931818,1779713530.5454776,1660.0,173,,,1.2053825855255127,
,234.2567574,1779713531.5093534,1670.0,174,,,1.1907845735549927,
,235.2098598,1779713532.4624577,1680.0,175,,,1.1946361064910889,
,236.1788417,1779713533.431439,1690.0,176,,,1.206345796585083,
,237.1599862,1779713534.4123788,1700.0,177,,,1.2105273008346558,
,238.1339608,1779713535.3865626,1710.0,178,,,1.2123180627822876,
,239.1158418,1779713536.3679442,1720.0,179,,,1.218612790107727,
,240.0988381,1779713537.3507397,1730.0,180,,,1.1993687152862549,
,241.0869576,1779713538.339278,1740.0,181,,,1.1982996463775635,
0.0007708228984017721,254.5346043,1779713551.787319,1750.0,182,1.4620388746261597,1.128158450126648,,
,254.6419219,1779713551.8942583,1750.0,183,,,1.2194690704345703,
,255.5981539,1779713552.8507526,1760.0,184,,,1.2128825187683105,
,256.5548095,1779713553.806858,1770.0,185,,,1.2021446228027344,
,257.4993419,1779713554.7519412,1780.0,186,,,1.208457350730896,
,258.4253516,1779713555.67726,1790.0,187,,,1.2077919244766235,
,259.4128455,1779713556.665289,1800.0,188,,,1.2356233596801758,
,260.4174228,1779713557.6694744,1810.0,189,,,1.1749567985534668,
,261.3926896,1779713558.6450772,1820.0,190,,,1.207499623298645,
,262.3847467,1779713559.6373446,1830.0,191,,,1.2116066217422485,
,263.446209,1779713560.698743,1840.0,192,,,1.1891899108886719,
,264.4504844,1779713561.7028258,1850.0,193,,,1.1754777431488037,
,265.3967554,1779713562.6493564,1860.0,194,,,1.204249620437622,
,266.359998,1779713563.6125958,1870.0,195,,,1.1988369226455688,
,267.3635882,1779713564.615694,1880.0,196,,,1.168610692024231,
,268.2614026,1779713565.5135086,1890.0,197,,,1.2028508186340332,
,269.1907532,1779713566.4429877,1900.0,198,,,1.178524136543274,
,270.1170448,1779713567.3687153,1910.0,199,,,1.1531661748886108,
,271.1345093,1779713568.3861089,1920.0,200,,,1.1720973253250122,
,272.0655164,1779713569.3180585,1930.0,201,,,1.1914654970169067,
,272.9749238,1779713570.2273686,1940.0,202,,,1.1928046941757202,
,274.0449558,1779713571.2973387,1950.0,203,,,1.1782969236373901,
,275.0822435,1779713572.3348427,1960.0,204,,,1.1370683908462524,
,276.0213215,1779713573.273864,1970.0,205,,,1.1562528610229492,
,276.941645,1779713574.1936107,1980.0,206,,,1.154604196548462,
,277.8509712,1779713575.1034484,1990.0,207,,,1.1737120151519775,
0.0007054142744895884,290.2956519,1779713587.548087,2000.0,208,1.4626697301864624,1.0857583284378052,,
,290.3909593,1779713587.64356,2000.0,209,,,1.191789150238037,
,291.2826003,1779713588.5350902,2010.0,210,,,1.179609775543213,
,292.1870583,1779713589.4395447,2020.0,211,,,1.1717498302459717,
,293.0947599,1779713590.34736,2030.0,212,,,1.1845040321350098,
,293.9989175,1779713591.2515144,2040.0,213,,,1.1644866466522217,
,295.1154429,1779713592.367122,2050.0,214,,,1.1587462425231934,
,296.1896404,1779713593.4417377,2060.0,215,,,1.15353524684906,
,297.259422,1779713594.5117788,2070.0,216,,,1.178790807723999,
,298.1660537,1779713595.4185314,2080.0,217,,,1.1670467853546143,
,299.0969936,1779713596.348827,2090.0,218,,,1.1533572673797607,
,300.0081306,1779713597.260729,2100.0,219,,,1.2084330320358276,
,300.9361869,1779713598.188786,2110.0,220,,,1.1574782133102417,
,301.8605779,1779713599.1131747,2120.0,221,,,1.1854852437973022,
,302.7705312,1779713600.0229332,2130.0,222,,,1.1287574768066406,
,303.6589936,1779713600.9115942,2140.0,223,,,1.1420505046844482,
,304.5580518,1779713601.8103938,2150.0,224,,,1.1131696701049805,
,305.4625765,1779713602.7151747,2160.0,225,,,1.1650506258010864,
,306.3684738,1779713603.6210713,2170.0,226,,,1.1485902070999146,
,307.3981345,1779713604.65039,2180.0,227,,,1.157264232635498,
,308.3548758,1779713605.607981,2190.0,228,,,1.1354587078094482,
,309.3455161,1779713606.5981162,2200.0,229,,,1.13094961643219,
,310.3356654,1779713607.587705,2210.0,230,,,1.0974690914154053,
,311.2858822,1779713608.5382447,2220.0,231,,,1.1582564115524292,
,312.2784001,1779713609.5308287,2230.0,232,,,1.145119309425354,
,313.3216913,1779713610.5742912,2240.0,233,,,1.1589336395263672,
0.0006360213829156177,326.7098833,1779713623.9618237,2250.0,234,1.4758468866348267,1.0512409210205078,,
,326.8232714,1779713624.0758471,2250.0,235,,,1.1273952722549438,
,327.7939771,1779713625.0463538,2260.0,236,,,1.1127350330352783,
,328.6987656,1779713625.9509776,2270.0,237,,,1.137253761291504,
,329.633761,1779713626.8855512,2280.0,238,,,1.1397563219070435,
,330.5623211,1779713627.8149211,2290.0,239,,,1.1510542631149292,
,331.4584751,1779713628.7101898,2300.0,240,,,1.1285051107406616,
,332.3726899,1779713629.6252863,2310.0,241,,,1.1277899742126465,
,333.2861651,1779713630.5387638,2320.0,242,,,1.1176362037658691,
,334.1995102,1779713631.451963,2330.0,243,,,1.1544678211212158,
,335.0950788,1779713632.3476775,2340.0,244,,,1.122436285018921,
,335.9885701,1779713633.2404234,2350.0,245,,,1.1477580070495605,
,336.8978701,1779713634.1504693,2360.0,246,,,1.1181319952011108,
,337.7915998,1779713635.0441985,2370.0,247,,,1.1030699014663696,
,338.6757947,1779713635.9283905,2380.0,248,,,1.1314209699630737,
,339.5755701,1779713636.8281004,2390.0,249,,,1.1566970348358154,
,340.4647942,1779713637.7173958,2400.0,250,,,1.0851352214813232,
,341.3558829,1779713638.6083364,2410.0,251,,,1.1163668632507324,
,342.3069731,1779713639.5592732,2420.0,252,,,1.130967140197754,
,343.2214477,1779713640.4737713,2430.0,253,,,1.115946650505066,
,344.158754,1779713641.4104822,2440.0,254,,,1.1264467239379883,
,345.1673205,1779713642.4199197,2450.0,255,,,1.1269335746765137,
,346.1522109,1779713643.4046037,2460.0,256,,,1.091230869293213,
,347.160632,1779713644.4132152,2470.0,257,,,1.1082279682159424,
,348.0752868,1779713645.3278809,2480.0,258,,,1.1069691181182861,
,348.9829633,1779713646.2355647,2490.0,259,,,1.1228926181793213,
0.000564423209907245,362.0698939,1779713659.321998,2500.0,260,1.490399956703186,1.0123298168182373,,
,362.1651188,1779713659.4177175,2500.0,261,,,1.0960896015167236,
,363.0623717,1779713660.31455,2510.0,262,,,1.1073143482208252,
,364.0004023,1779713661.252933,2520.0,263,,,1.0941580533981323,
,364.909311,1779713662.1616547,2530.0,264,,,1.10542631149292,
,365.8234479,1779713663.0760477,2540.0,265,,,1.092332124710083,
,366.7927625,1779713664.0447981,2550.0,266,,,1.1079819202423096,
,367.7609884,1779713665.013142,2560.0,267,,,1.0861366987228394,
,368.7496467,1779713666.0022225,2570.0,268,,,1.111746072769165,
,369.7149236,1779713666.9666421,2580.0,269,,,1.0978584289550781,
,370.7054316,1779713667.95803,2590.0,270,,,1.0700336694717407,
,371.7106405,1779713668.9632404,2600.0,271,,,1.0904135704040527,
,372.6985447,1779713669.9511006,2610.0,272,,,1.11880362033844,
,373.6970026,1779713670.9491754,2620.0,273,,,1.098338007926941,
,374.6915863,1779713671.9439216,2630.0,274,,,1.0952746868133545,
,375.6811437,1779713672.9334629,2640.0,275,,,1.1022582054138184,
,376.674757,1779713673.9273572,2650.0,276,,,1.0758295059204102,
,377.6919797,1779713674.944578,2660.0,277,,,1.0960297584533691,
,378.703222,1779713675.955821,2670.0,278,,,1.0842663049697876,
,379.7101581,1779713676.9627562,2680.0,279,,,1.0952978134155273,
,380.7221825,1779713677.975288,2690.0,280,,,1.0802228450775146,
,381.723145,1779713678.9750957,2700.0,281,,,1.0838557481765747,
,382.726318,1779713679.9780264,2710.0,282,,,1.0928751230239868,
,383.713755,1779713680.9663525,2720.0,283,,,1.1109999418258667,
,384.7001572,1779713681.9526556,2730.0,284,,,1.0999802350997925,
,385.7114034,1779713682.9638927,2740.0,285,,,1.0963445901870728,
0.0004924552772419723,399.7661037,1779713697.0181882,2750.0,286,1.4895755052566528,0.9761763215065002,,
,399.8715915,1779713697.1234894,2750.0,287,,,1.0512773990631104,
,400.8082941,1779713698.060892,2760.0,288,,,1.0786454677581787,
,401.7396043,1779713698.992078,2770.0,289,,,1.0754691362380981,
,402.7002827,1779713699.9528792,2780.0,290,,,1.060975432395935,
,403.639266,1779713700.8923712,2790.0,291,,,1.0675501823425293,
,404.5549272,1779713701.8075259,2800.0,292,,,1.0689617395401,
,405.4678583,1779713702.720457,2810.0,293,,,1.085344910621643,
,406.4475677,1779713703.7001638,2820.0,294,,,1.0617810487747192,
,407.3681582,1779713704.6205955,2830.0,295,,,1.0512512922286987,
,408.2929153,1779713705.5455139,2840.0,296,,,1.0774564743041992,
,409.2138678,1779713706.4662902,2850.0,297,,,1.0770512819290161,
,410.1317151,1779713707.383751,2860.0,298,,,1.0542395114898682,
,411.0487571,1779713708.300861,2870.0,299,,,1.0532770156860352,
,412.0091886,1779713709.2614553,2880.0,300,,,1.0583915710449219,
,412.9670499,1779713710.2193394,2890.0,301,,,1.0465964078903198,
,413.8857094,1779713711.1380143,2900.0,302,,,1.0608769655227661,
,414.7999004,1779713712.053006,2910.0,303,,,1.062729835510254,
,415.7974152,1779713713.0499227,2920.0,304,,,1.0457521677017212,
,416.7678929,1779713714.0204923,2930.0,305,,,1.0440714359283447,
,417.735299,1779713714.9874048,2940.0,306,,,1.053014874458313,
,418.6901226,1779713715.9416547,2950.0,307,,,1.041063666343689,
,419.632208,1779713716.8832645,2960.0,308,,,1.060958743095398,
,420.5353148,1779713717.7879138,2970.0,309,,,1.038059949874878,
,421.4407432,1779713718.6938486,2980.0,310,,,1.038029432296753,
,422.3505445,1779713719.602339,2990.0,311,,,1.047210931777954,
0.0004219625860160354,435.3591599,1779713732.6112883,3000.0,312,1.5009536743164062,0.9425726532936096,,
,435.4587721,1779713732.7118773,3000.0,313,,,1.0273069143295288,
,436.3927664,1779713733.645363,3010.0,314,,,1.0456968545913696,
,437.3370948,1779713734.589649,3020.0,315,,,1.0452991724014282,
,438.33256,1779713735.5842493,3030.0,316,,,1.0205130577087402,
,439.3467248,1779713736.5993207,3040.0,317,,,1.0711476802825928,
,440.3312369,1779713737.5838356,3050.0,318,,,1.0375337600708008,
,441.3343926,1779713738.5869918,3060.0,319,,,1.0482383966445923,
,442.3582496,1779713739.6105943,3070.0,320,,,1.047287940979004,
,443.3654421,1779713740.6173024,3080.0,321,,,1.040839672088623,
,444.3760443,1779713741.6280777,3090.0,322,,,1.0420401096343994,
,445.3878717,1779713742.6404698,3100.0,323,,,1.0402809381484985,
,446.4276213,1779713743.679136,3110.0,324,,,1.0488965511322021,
,447.427481,1779713744.6800776,3120.0,325,,,1.0484434366226196,
,448.4232609,1779713745.6756637,3130.0,326,,,1.0340646505355835,
,449.4135663,1779713746.6660335,3140.0,327,,,1.030129313468933,
,450.4139635,1779713747.666564,3150.0,328,,,1.015588641166687,
,451.3793763,1779713748.6315684,3160.0,329,,,1.0190403461456299,
,452.3192961,1779713749.5724015,3170.0,330,,,1.017634391784668,
,453.2660029,1779713750.5184772,3180.0,331,,,1.0309419631958008,
,454.219545,1779713751.4721437,3190.0,332,,,1.0128741264343262,
,455.1311275,1779713752.3835506,3200.0,333,,,1.0084903240203857,
,456.0422527,1779713753.2945068,3210.0,334,,,1.0171313285827637,
,456.9422804,1779713754.19477,3220.0,335,,,1.0239065885543823,
,457.8434245,1779713755.0960221,3230.0,336,,,1.0261253118515015,
,458.7523569,1779713756.0049129,3240.0,337,,,1.0002408027648926,
0.00035475231739709885,471.2521863,1779713768.503786,3250.0,338,1.5194247961044312,0.9010062217712402,,
,471.3471099,1779713768.5993204,3250.0,339,,,1.0181312561035156,
,472.236822,1779713769.4888985,3260.0,340,,,1.0324989557266235,
,473.1287821,1779713770.3804953,3270.0,341,,,1.0081408023834229,
,474.0175272,1779713771.2700336,3280.0,342,,,1.0485255718231201,
,474.9084485,1779713772.161049,3290.0,343,,,1.0107128620147705,
,475.8061222,1779713773.05872,3300.0,344,,,1.0310919284820557,
,476.7015345,1779713773.9533114,3310.0,345,,,1.0203118324279785,
,477.5949978,1779713774.8470361,3320.0,346,,,1.0182369947433472,
,478.4830503,1779713775.7347877,3330.0,347,,,1.0400619506835938,
,479.3779147,1779713776.6305134,3340.0,348,,,1.004765272140503,
,480.2861187,1779713777.5385227,3350.0,349,,,0.9846482276916504,
,481.1789583,1779713778.4315567,3360.0,350,,,1.0273501873016357,
,482.0757475,1779713779.3283448,3370.0,351,,,1.0401861667633057,
,482.9685232,1779713780.2210443,3380.0,352,,,1.019851803779602,
,483.8764154,1779713781.129014,3390.0,353,,,1.0055503845214844,
,484.7715486,1779713782.0239646,3400.0,354,,,1.0052677392959595,
,485.6589958,1779713782.9115915,3410.0,355,,,0.9784692525863647,
,486.5884056,1779713783.840513,3420.0,356,,,1.0085960626602173,
,487.5156645,1779713784.7682645,3430.0,357,,,1.0167291164398193,
,488.4417061,1779713785.694306,3440.0,358,,,0.9903287291526794,
,489.3330236,1779713786.5856237,3450.0,359,,,1.019362211227417,
,490.2484049,1779713787.5010045,3460.0,360,,,0.9694336652755737,
,491.1632513,1779713788.4155197,3470.0,361,,,1.0154705047607422,
,492.0905863,1779713789.3425355,3480.0,362,,,1.005682110786438,
,493.0156237,1779713790.268222,3490.0,363,,,0.9935072660446167,
0.0002925475029450237,505.8977703,1779713803.1505227,3500.0,364,1.5326919555664062,0.8677534461021423,,
,505.9896662,1779713803.2422636,3500.0,365,,,0.9919236898422241,
,506.8876164,1779713804.1399884,3510.0,366,,,0.975833535194397,
,507.7840054,1779713805.0364454,3520.0,367,,,0.9856199026107788,
,508.6690812,1779713805.9216764,3530.0,368,,,0.9784137010574341,
,509.5726969,1779713806.8252943,3540.0,369,,,0.9930070638656616,
,510.4673811,1779713807.7191365,3550.0,370,,,0.9795088171958923,
,511.3626081,1779713808.6151798,3560.0,371,,,0.969649612903595,
,512.2463193,1779713809.4989207,3570.0,372,,,0.9901788830757141,
,513.1376666,1779713810.390268,3580.0,373,,,0.9946162700653076,
,514.0486019,1779713811.3002,3590.0,374,,,0.9877046942710876,
,514.9303983,1779713812.1829681,3600.0,375,,,0.982244610786438,
,515.8298008,1779713813.0819542,3610.0,376,,,0.9620400667190552,
,516.8089477,1779713814.061513,3620.0,377,,,0.9779995679855347,
,517.7126751,1779713814.9652739,3630.0,378,,,0.9701353907585144,
,518.645432,1779713815.8980317,3640.0,379,,,0.9658458232879639,
,519.5297651,1779713816.7814448,3650.0,380,,,0.9647036194801331,
,520.4449084,1779713817.697507,3660.0,381,,,0.9845224618911743,
,521.3713407,1779713818.6239367,3670.0,382,,,0.9560010433197021,
,522.2805635,1779713819.5331407,3680.0,383,,,0.9763965010643005,
,523.1881315,1779713820.4407299,3690.0,384,,,0.9780019521713257,
,524.1134892,1779713821.3660774,3700.0,385,,,0.96770840883255,
,525.0228684,1779713822.2747827,3710.0,386,,,0.9790597558021545,
,525.937232,1779713823.1895933,3720.0,387,,,0.9836433529853821,
,526.8725024,1779713824.1251037,3730.0,388,,,0.9879516363143921,
,527.7795782,1779713825.031609,3740.0,389,,,0.9770306348800659,
0.00023694285222843113,540.6836354,1779713837.936097,3750.0,390,1.5436997413635254,0.8376597762107849,,
,540.7780938,1779713838.030087,3750.0,391,,,0.9470101594924927,
,541.6972547,1779713838.9493368,3760.0,392,,,0.9910208582878113,
,542.620904,1779713839.8725252,3770.0,393,,,0.9824938774108887,
,543.6174779,1779713840.869102,3780.0,394,,,0.9680212140083313,
,544.6302681,1779713841.882834,3790.0,395,,,0.954034149646759,
,545.5908902,1779713842.8432717,3800.0,396,,,0.9433575868606567,
,546.6178538,1779713843.8698635,3810.0,397,,,0.9794743061065674,
,547.5360443,1779713844.7883475,3820.0,398,,,0.9658833146095276,
